,Stimmen,Prozent,Name,Partei,Wahlbezirk_Location,Wahlbezirk,Jahr,Stadt
232,246,"2,32 %",Herrmann,AfD,4_AltstadtNord_I_Neustadt_Nord_I,4_AltstadtNord_I_Neustadt_Nord_I,2014,Köln
233,2903,"27,03 %",Börschel,SPD,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
234,1849,"17,21 %",Wintner,CDU,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
235,3025,"28,16 %",Frank,GRÜNE,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
236,746,"6,95 %",Sterck,FDP,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
237,141,"1,31 %",Spelthahn,PRO KÖLN,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
238,962,"8,96 %",Stahlhofen,DIE LINKE,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
239,62,"0,58 %",Fuchs,FWK,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
240,420,"3,91 %",Scheunert,DEINE FREUNDE,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
241,165,"1,54 %",Dr. Boßeler,Die PARTEI,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
242,236,"2,20 %",Meneghetti,PIRATEN,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
243,232,"2,16 %",Mertens,AfD,5_AltstadtNord_II_NeustadtNord_II,5_AltstadtNord_II_NeustadtNord_II,2014,Köln
244,2.15,"26,99 %",Ciesla-Baier,SPD,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
245,1894,"23,78 %",Götz,CDU,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
246,2116,"26,56 %",Jahn,GRÜNE,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
247,357,"4,48 %",Hilden,FDP,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
248,150,"1,88 %",Weber,PRO KÖLN,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
249,596,"7,48 %",Kockerbeck,DIE LINKE,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
250,75,"0,94 %",Lempe,FWK,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
251,162,"2,03 %",Voß,DEINE FREUNDE,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
252,181,"2,27 %",Baumann,PIRATEN,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
253,229,"2,87 %",Witzmann,AfD,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
254,56,"0,70 %",Arabaci,BIG,6_AltstadtSued_III_Deutz,6_AltstadtSued_III_Deutz,2014,Köln
255,3052,"32,90 %",Schneider,SPD,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
256,2719,"29,31 %",Evert,CDU,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
257,1.59,"17,14 %",Ehses,GRÜNE,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
258,386,"4,16 %",Laufenberg,FDP,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
259,359,"3,87 %",Wilden,PRO KÖLN,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
260,492,"5,30 %",Krämer,DIE LINKE,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
261,78,"0,84 %",Jarre,FWK,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
262,59,"0,64 %",Pollmann,DEINE FREUNDE,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
263,25,"0,27 %",Herzog,NPD,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
264,160,"1,72 %",Grund,PIRATEN,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
265,325,"3,50 %",Roggenbach,AfD,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
266,31,"0,33 %",Epp,EINHEIT,7_Poll_Westhoven_Ensen,7_Poll_Westhoven_Ensen,2014,Köln
267,2018,"33,56 %",Möller,SPD,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
268,1951,"32,44 %",Marx,CDU,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
269,546,"9,08 %",Philippsen-Schmidt,GRÜNE,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
270,198,"3,29 %",Gehenzig,FDP,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
271,314,"5,22 %",Schaefers,PRO KÖLN,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
272,360,"5,99 %",Eberle,DIE LINKE,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
273,43,"0,71 %",Jarre,FWK,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
274,41,"0,68 %",Dr. Steffen,DEINE FREUNDE,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
275,91,"1,51 %",Röderstein,PIRATEN,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
276,326,"5,42 %",Geraedts,AfD,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
277,24,"0,40 %",Arabaci,BIG,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
278,102,"1,70 %",Karelstein,EINHEIT,8_Gremberghoven_Eil_Porz_I_Finkenberg,8_Gremberghoven_Eil_Porz_I_Finkenberg,2014,Köln
279,2093,"33,54 %",Ott,SPD,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
280,2192,"35,13 %",van Benthem,CDU,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
281,543,"8,70 %",Hancke,GRÜNE,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
282,272,"4,36 %",Bastian,FDP,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
283,317,"5,08 %",Griss,PRO KÖLN,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
284,306,"4,90 %",Durry,DIE LINKE,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
285,26,"0,42 %",Kraemer,FWK,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
286,24,"0,38 %",Kothenschulte,DEINE FREUNDE,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
287,92,"1,47 %",Teybig,PIRATEN,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
288,375,"6,01 %",Weppner,AfD,9_Urbach_Elsdorf_Grengel,9_Urbach_Elsdorf_Grengel,2014,Köln
289,2476,"35,46 %",Joisten,SPD,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
290,2303,"32,98 %",Dr. Schlieben,CDU,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
291,605,"8,67 %",Echterbrock,GRÜNE,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
292,246,"3,52 %",Schützendorf,FDP,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
293,296,"4,24 %",Schöppe,PRO KÖLN,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
294,303,"4,34 %",Helten,DIE LINKE,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
295,52,"0,74 %",Müser,FWK,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
296,20,"0,29 %",Drechsler,DEINE FREUNDE,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
297,159,"2,28 %",Teybig,PIRATEN,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
298,522,"7,48 %",Rottmann,AfD,10_Wahnheide_Wahn_Lind_Libur,10_Wahnheide_Wahn_Lind_Libur,2014,Köln
299,3055,"31,97 %",Scho-Antwerpes,SPD,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
300,3298,"34,51 %",Henk-Hollstein,CDU,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
301,1067,"11,16 %",Redlin,GRÜNE,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
302,407,"4,26 %",Lemke,FDP,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
303,380,"3,98 %",Müller,PRO KÖLN,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
304,459,"4,80 %",Lehmann,DIE LINKE,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
305,78,"0,82 %",Schütt,FWK,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
306,35,"0,37 %",Sinken,DEINE FREUNDE,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
307,158,"1,65 %",Drach,PIRATEN,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
308,579,"6,06 %",Dr. Maelger,AfD,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
309,41,"0,43 %",Levit,EINHEIT,11_Porz_II_Zuendorf_Langel,11_Porz_II_Zuendorf_Langel,2014,Köln
310,2535,"21,80 %",Mucuk,SPD,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
311,4005,"34,44 %",Welcker,CDU,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
312,2211,"19,01 %",Dr. Müller,GRÜNE,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
313,1039,"8,93 %",Dr. Wackerhagen,FDP,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
314,198,"1,70 %",Baitz,PRO KÖLN,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
315,592,"5,09 %",Koberg,DIE LINKE,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
316,221,"1,90 %",Henseler,FWK,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
317,115,"0,99 %",Wolf,DEINE FREUNDE,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
318,193,"1,66 %",Paul,PIRATEN,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
319,521,"4,48 %",Dr. Quinten,AfD,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,12_Bayenthal_Marienburg_Raderthal_Rodenkirchen_I,2014,Köln
320,3579,"32,87 %",Struwe,SPD,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
321,2247,"20,63 %",Bauer,CDU,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
322,2355,"21,63 %",Schlanstedt,GRÜNE,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
323,421,"3,87 %",Arens,FDP,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
324,275,"2,53 %",Seger,PRO KÖLN,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
325,943,"8,66 %",Bronisz,DIE LINKE,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
326,231,"2,12 %",Dr. Köhler,FWK,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
327,165,"1,52 %",Hoff,DEINE FREUNDE,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
328,261,"2,40 %",Clessienne,PIRATEN,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
329,372,"3,42 %",Ilg,AfD,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
330,41,"0,38 %",Mahi,BIG,13_Raderberg_Zollstock,13_Raderberg_Zollstock,2014,Köln
331,2659,"21,45 %",Bußmann,SPD,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
332,4378,"35,32 %",von Wengersky,CDU,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
333,2791,"22,52 %",Giesen,GRÜNE,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
334,1074,"8,66 %",Feld,FDP,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
335,187,"1,51 %",Behrens,PRO KÖLN,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
336,499,"4,03 %",Kraus,DIE LINKE,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
337,120,"0,97 %",von Itter,FWK,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
338,87,"0,70 %",Pütz,DEINE FREUNDE,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
339,193,"1,56 %",Bertelsmann,PIRATEN,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
340,407,"3,28 %",Majewski,AfD,14_Rodenkirchen_II_Weiss_Suerth,14_Rodenkirchen_II_Weiss_Suerth,2014,Köln
341,2233,"28,32 %",Homann,SPD,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
342,3063,"38,85 %",Roß-Belkner,CDU,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
343,809,"10,26 %",Theilen-von Wrochem,GRÜNE,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
344,573,"7,27 %",Wolters,FDP,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
345,277,"3,51 %",Schiele,PRO KÖLN,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
346,314,"3,98 %",Koberg,DIE LINKE,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
347,89,"1,13 %",Wortmann,FWK,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
348,22,"0,28 %",Schmitz,DEINE FREUNDE,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
349,112,"1,42 %",Bertelsmann,PIRATEN,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
350,392,"4,97 %",Frobel,AfD,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,15_Rondorf_Hahnwald_Godorf_Immendorf_Meschenich,2014,Köln
351,2814,"25,88 %",Becker,SPD,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
352,2633,"24,22 %",Dr. Zimmermann,CDU,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
353,2987,"27,47 %",Pakulat,GRÜNE,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
354,589,"5,42 %",Lerchner,FDP,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
355,87,"0,80 %",Baclain,PRO KÖLN,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
356,890,"8,19 %",Dr. Butterwegge,DIE LINKE,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
357,81,"0,75 %",Steffens,FWK,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
358,265,"2,44 %",Steinmetz,DEINE FREUNDE,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
359,230,"2,12 %",Finkelgruen,PIRATEN,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
360,296,"2,72 %",Prof. Dr. Orth,AfD,16_Klettenberg_Suelz_I,16_Klettenberg_Suelz_I,2014,Köln
361,4022,"29,26 %",Dr. Bürgermeister,SPD,17_Suelz_II,17_Suelz_II,2014,Köln
362,3.16,"22,99 %",Heithorst,CDU,17_Suelz_II,17_Suelz_II,2014,Köln
363,3621,"26,34 %",Brust,GRÜNE,17_Suelz_II,17_Suelz_II,2014,Köln
364,801,"5,83 %",Dr. Rother,FDP,17_Suelz_II,17_Suelz_II,2014,Köln
365,147,"1,07 %",Kerp,PRO KÖLN,17_Suelz_II,17_Suelz_II,2014,Köln
366,955,"6,95 %",Müller,DIE LINKE,17_Suelz_II,17_Suelz_II,2014,Köln
367,86,"0,63 %",von Rötel,FWK,17_Suelz_II,17_Suelz_II,2014,Köln
368,314,"2,28 %",Roschinski,DEINE FREUNDE,17_Suelz_II,17_Suelz_II,2014,Köln
369,266,"1,93 %",Gerlach,PIRATEN,17_Suelz_II,17_Suelz_II,2014,Köln
370,376,"2,73 %",Baentsch,AfD,17_Suelz_II,17_Suelz_II,2014,Köln
371,2891,"22,11 %",Prof. Schäfer,SPD,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
372,4698,"35,94 %",Dr. Schoser,CDU,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
373,2917,"22,31 %",Dr. Unna,GRÜNE,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
374,906,"6,93 %",Kaspar,FDP,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
375,97,"0,74 %",Schiele,PRO KÖLN,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
376,591,"4,52 %",Seitz,DIE LINKE,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
377,88,"0,67 %",Durmaz,FWK,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
378,264,"2,02 %",Lemke,DEINE FREUNDE,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
379,231,"1,77 %",Nofftz,PIRATEN,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
380,390,"2,98 %",Tritschler,AfD,18_Lindenthal_I,18_Lindenthal_I,2014,Köln
381,2242,"22,77 %",Albat,SPD,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
382,3259,"33,09 %",Dr. Strahl,CDU,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
383,2138,"21,71 %",Horn,GRÜNE,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
384,802,"8,14 %",Dr. Tessner,FDP,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
385,119,"1,21 %",Fieber,PRO KÖLN,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
386,472,"4,79 %",Link-Wilden,DIE LINKE,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
387,117,"1,19 %",Jarre,FWK,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
388,172,"1,75 %",Dr. Knopp,DEINE FREUNDE,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
389,172,"1,75 %",Schwenk,PIRATEN,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
390,355,"3,60 %",Beckamp,AfD,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,19_Lindenthal_II_Braunsfeld_Muengersdorf_I,2014,Köln
391,2443,"21,35 %",Sterzl,SPD,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
392,4814,"42,07 %",Petelkau,CDU,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
393,1686,"14,73 %",Michalak,GRÜNE,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
394,1248,"10,91 %",Hoyer,FDP,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
395,150,"1,31 %",Rost,PRO KÖLN,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
396,381,"3,33 %",Mohri,DIE LINKE,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
397,97,"0,85 %",Fuchs,FWK,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
398,76,"0,66 %",Zinkel,DEINE FREUNDE,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
399,147,"1,28 %",Kästner,PIRATEN,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
400,402,"3,51 %",Purwin,AfD,20_Muengersdorf_II_Junkersdorf_Weiden_I,20_Muengersdorf_II_Junkersdorf_Weiden_I,2014,Köln
401,3177,"26,57 %",Steinmann,SPD,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
402,4.55,"38,05 %",De Bellis-Olinger,CDU,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
403,1897,"15,86 %",Schenk,GRÜNE,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
404,826,"6,91 %",Pohl,FDP,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
405,246,"2,06 %",Seger,PRO KÖLN,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
406,431,"3,60 %",Jacob,DIE LINKE,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
407,89,"0,74 %",Dr. Müser,FWK,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
408,61,"0,51 %",Gorny,DEINE FREUNDE,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
409,140,"1,17 %",Schwerd,PIRATEN,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
410,525,"4,39 %",Dr. Himmelreich,AfD,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
411,17,"0,14 %",Litau,EINHEIT,21_Weiden_II_Loevenich_Widdersdorf,21_Weiden_II_Loevenich_Widdersdorf,2014,Köln
412,3004,"25,32 %",Schmerbach,SPD,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
413,1701,"14,34 %",Lepszy,CDU,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
414,3624,"30,55 %",Dr. Welpmann,GRÜNE,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
415,328,"2,76 %",Ragogna,FDP,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
416,167,"1,41 %",Schmitz,PRO KÖLN,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
417,1177,"9,92 %",Petri,DIE LINKE,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
418,75,"0,63 %",von Rötel,FWK,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
419,1049,"8,84 %",Zimmermann,DEINE FREUNDE,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
420,477,"4,02 %",Mitze,PIRATEN,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
421,234,"1,97 %",Dr. von Behr,AfD,22_Ehrenfeld_I_Neuehrenfeld_I,22_Ehrenfeld_I_Neuehrenfeld_I,2014,Köln
